x,y
2.9412326058752027,51.22377162892299
2.9412351915167174,51.22377110606192
2.9412378260811076,51.2237706905099
2.9412404982867795,51.22377038404642
2.9412431966909582,51.22377018798379
2.9412459097386807,51.22377010316156
2.94124862581228,51.22377012994299
2.941251333281131,51.223770268213364
2.9412540205514555,51.22377051738062
2.94125667611597,51.22377087637774
2.941259288603155,51.223771343667515
2.9412618468259577,51.223771917248854
2.941264339829688,51.22377259466569
2.941266756938935,51.22377337301714
2.941269087803279,51.22377424897026
2.9412713224416094,51.22377521877402
2.941273451284869,51.22377627827564
2.941275465217027,51.22377742293814
2.941277355614121,51.22377864785994
2.9412791143811776,51.22377994779571
2.941280733986884,51.22378131717892
2.9412822074958345,51.2237827501457
2.94128352859823,51.22378424055986
2.9412846916368967,51.223785782039215
2.941285691631511,51.22378736798292
2.9412865242999304,51.22378899159975
2.9412871860765217,51.223790645937115
2.9412876741274414,51.2237923239109
2.941287986362762,51.2237940183357
2.941288121445425,51.22379572195581
2.9412880787969673,51.223797427476065
2.9412878585999933,51.22379912759311
2.941287461797402,51.223800815026834
2.941286890088349,51.223802482551335
2.9412861459209565,51.22380412302608
2.9412852324818517,51.22380572942626
2.9412841536825023,51.22380729487299
2.941282914142481,51.22380881266283
2.941281519169678,51.22381027629637
2.941279974737569,51.22381167950608
2.941278287459646,51.22381301628319
2.941276464561085,51.22381428090342
2.941274513847817,51.223815467951475
2.9412724436730957,51.223816572344205
2.9412702629017318,51.223817589352436
2.941267980872125,51.223818514621186
2.941265607356287,51.22381934418827
2.9412631525179873,51.2238200745014
2.941260626869234,51.22382070243324
2.9411236105716037,51.223851551174725
2.941121024924376,51.22385207403335
2.9411183903543474,51.22385248958275
2.9411157181431666,51.22385279604345
2.941113019733671,51.223852992103176
2.9411103066808835,51.22385307692235
2.941107590602532,51.22385305013773
2.941104883129299,51.22385291186407
2.941102195855022,51.22385266269345
2.941099540287039,51.223852303692844
2.9410969277969192,51.223851836399604
2.9410943695717626,51.22385126281468
2.9410918765662943,51.223850585394295
2.9410894594559633,51.22384980703927
2.9410871285912172,51.223848931082664
2.9410848939531844,51.223847961275425
2.9410827651109375,51.22384690177046
2.941080751180507,51.223845757104705
2.941078860785859,51.2238445321798
2.9410771020219486,51.2238432322411
2.9410754824200716,51.22384186285512
2.9410740089156064,51.223840429885804
2.9410726878183167,51.223838939469324
2.941071524785333,51.22383739798792
2.94107052479693,51.22383581204241
2.941069692135197,51.22383418842409
2.941069030365705,51.22383253408556
2.9410685423222325,51.22383085611093
2.9410682300946407,51.22382916168554
2.9410680950199146,51.22382745806521
2.9410681376764485,51.223825752545046
2.941068357881559,51.22382405242843
2.941068754692276,51.22382236499547
2.9410693264093766,51.22382069747201
2.94107007058466,51.22381905699864
2.9410709840314406,51.223817450600144
2.941072062838182,51.22381588515535
2.941073302385256,51.2238143673677
2.941074697364718,51.22381290373664
2.9410762418030436,51.223811500529635
2.941077929086705,51.2238101637554
2.9410797519904905,51.223808899138234
2.941081702708442,51.223807712093404
2.941083772887288,51.22380660770399
2.941085953662207,51.22380559069918
2.941088235694793,51.22380466543397
2.9410906092130387,51.22380383587042
2.941093064053184,51.22380310556087
2.9410955897032443,51.22380247763262
