x,y
2.9412326069101407,51.2237716280981
2.941095590738178,51.22380247680771
2.9410930650881184,51.223803104735964
2.941090610247973,51.223803835045516
2.9410882367297266,51.22380466460908
2.9410859546971415,51.22380558987429
2.941083773922221,51.22380660687909
2.941081703743376,51.223807711268506
2.9410797530254245,51.22380889831334
2.9410779301216383,51.2238101629305
2.9410762428379775,51.22381149970473
2.941074698399652,51.22381290291173
2.9410733034201897,51.22381436654281
2.941072063873116,51.223815884330456
2.9410709850663754,51.223817449775254
2.941070071619595,51.22381905617375
2.94106932744431,51.223820696647095
2.9410687557272093,51.22382236417056
2.941068358916492,51.223824051603515
2.9410681387113815,51.22382575172016
2.941068096054848,51.2238274572403
2.9410682311295737,51.223829160860646
2.9410685433571664,51.223830855286025
2.941069031400639,51.22383253326066
2.941069693170132,51.2238341875992
2.941070525831865,51.223835811217526
2.9410715258202673,51.223837397163024
2.941072688853252,51.22383893864443
2.94107400995054,51.22384042906091
2.941075483455006,51.22384186203022
2.941077103056883,51.2238432314162
2.941078861820793,51.22384453135491
2.9410807522154427,51.22384575627981
2.941082766145872,51.223846900945546
2.941084894988119,51.22384796045052
2.9410871296261516,51.22384893025776
2.941089460490899,51.223849806214375
2.9410918776012287,51.22385058456939
2.941094370606698,51.223851261989765
2.941096928831854,51.2238518355747
2.9410995413219756,51.223852302867954
2.941102196889958,51.22385266186856
2.941104884164235,51.223852911039174
2.941107591637467,51.22385304931283
2.9411103077158187,51.22385307609745
2.941113020768607,51.22385299127827
2.9411157191781028,51.223852795218555
2.941118391389283,51.223852488757835
2.9411210259593124,51.223852073208455
2.94112361160654,51.223851550349835
2.9412606279041738,51.223820701608325
2.941263153552928,51.2238200736765
2.9412656083912276,51.223819343363374
2.9412679819070653,51.223818513796274
2.9412702639366715,51.22381758852753
2.9412724447080354,51.22381657151929
2.941274514882758,51.22381546712657
2.9412764655960255,51.22381428007852
2.9412782884945865,51.22381301545828
2.9412799757725088,51.22381167868117
2.9412815202046176,51.22381027547148
2.941282915177421,51.223808811837934
2.9412841547174438,51.22380729404809
2.9412852335167914,51.22380572860134
2.941286146955898,51.22380412220117
2.9412868911232892,51.22380248172643
2.9412874628323427,51.22380081420193
2.9412878596349334,51.2237991267682
2.941288079831906,51.223797426651146
2.941288122480366,51.22379572113092
2.9412879873977023,51.2237940175108
2.9412876751623815,51.22379232308597
2.941287187111461,51.2237906451122
2.9412865253348697,51.22378899077486
2.9412856926664506,51.223787367158
2.941284692671837,51.2237857812143
2.941283529633171,51.223784239734954
2.941282208530774,51.2237827493208
2.941280735021824,51.22378131635401
2.9412791154161178,51.22377994697081
2.941277356649061,51.22377864703503
2.941275466251967,51.223777422113244
2.941273452319809,51.22377627745074
2.941271323476549,51.22377521794913
2.9412690888382182,51.22377424814535
2.9412667579738745,51.223773372192255
2.941264340864627,51.22377259384078
2.9412618478608956,51.223771916423956
2.941259289638094,51.22377134284261
2.9412566771509083,51.22377087555284
2.941254021586395,51.223770516555724
2.9412513343160707,51.22377026738846
2.9412486268472193,51.22377012911808
2.941245910773619,51.223770102336665
2.941243197725897,51.223770187158884
2.941240499321718,51.22377038322151
2.941237827116045,51.22377068968499
2.941235192551655,51.223771105237006
